"","Country","date","confirmed","recovered","deaths"
"22350","Taiwan*",2020-05-19,440,398,7
"22351","Tajikistan",2020-05-19,1936,641,41
"22352","Tanzania",2020-05-19,509,183,21
"22353","Thailand",2020-05-19,3033,2857,56
"22354","Timor-Leste",2020-05-19,24,24,0
"22355","Togo",2020-05-19,338,107,12
"22356","Trinidad and Tobago",2020-05-19,116,107,8
"22357","Tunisia",2020-05-19,1044,826,47
"22358","Turkey",2020-05-19,151615,112895,4199
"22359","Uganda",2020-05-19,260,63,0
"22360","Ukraine",2020-05-19,18876,5632,548
"22361","United Arab Emirates",2020-05-19,25063,10791,227
"22362","United Kingdom",2020-05-19,250138,1099,35422
"22363","Uruguay",2020-05-19,738,579,20
"22364","US",2020-05-19,1535337,289392,92252
"22365","Uzbekistan",2020-05-19,2855,2338,13
"22366","Venezuela",2020-05-19,749,253,10
"22367","Vietnam",2020-05-19,324,263,0
"22368","West Bank and Gaza",2020-05-19,391,346,2
"22369","Western Sahara",2020-05-19,6,6,0
"22370","Yemen",2020-05-19,167,5,28
"22371","Zambia",2020-05-19,772,192,7
"22372","Zimbabwe",2020-05-19,46,18,4
"22373","Afghanistan",2020-05-20,8145,930,187
"22374","Albania",2020-05-20,964,758,31
"22375","Algeria",2020-05-20,7542,3968,568
"22376","Andorra",2020-05-20,762,639,51
"22377","Angola",2020-05-20,52,17,3
"22378","Antigua and Barbuda",2020-05-20,25,19,3
"22379","Argentina",2020-05-20,9283,2933,403
"22380","Armenia",2020-05-20,5271,2419,67
"22381","Australia",2020-05-20,7081,6470,100
"22382","Austria",2020-05-20,16353,14882,633
"22383","Azerbaijan",2020-05-20,3631,2253,43
"22384","Bahamas",2020-05-20,97,43,11
"22385","Bahrain",2020-05-20,7888,3568,12
"22386","Bangladesh",2020-05-20,26738,5207,386
"22387","Barbados",2020-05-20,90,70,7
"22388","Belarus",2020-05-20,32426,11415,179
"22389","Belgium",2020-05-20,55983,14847,9150
"22390","Belize",2020-05-20,18,16,2
"22391","Benin",2020-05-20,130,57,2
"22392","Bhutan",2020-05-20,21,5,0
"22393","Bolivia",2020-05-20,4919,553,199
"22394","Bosnia and Herzegovina",2020-05-20,2338,1557,136
"22395","Botswana",2020-05-20,25,17,1
"22396","Brazil",2020-05-20,291579,116683,18859
"22397","Brunei",2020-05-20,141,136,1
"22398","Bulgaria",2020-05-20,2292,684,116
"22399","Burkina Faso",2020-05-20,809,661,52
"22400","Burma",2020-05-20,199,108,6
"22401","Burundi",2020-05-20,42,20,1
"22402","Cabo Verde",2020-05-20,349,85,3
"22403","Cambodia",2020-05-20,122,122,0
"22404","Cameroon",2020-05-20,3733,1595,146
"22405","Canada",2020-05-20,81575,40793,6150
"22406","Central African Republic",2020-05-20,418,18,0
"22407","Chad",2020-05-20,565,177,57
"22408","Chile",2020-05-20,53617,22504,544
"22409","China",2020-05-20,84063,79310,4638
"22410","Colombia",2020-05-20,17687,4256,630
"22411","Comoros",2020-05-20,34,8,1
"22412","Congo (Brazzaville)",2020-05-20,420,132,15
"22413","Congo (Kinshasa)",2020-05-20,1731,302,61
"22414","Costa Rica",2020-05-20,897,582,10
"22415","Cote d'Ivoire",2020-05-20,2231,1083,29
"22416","Croatia",2020-05-20,2234,1978,96
"22417","Cuba",2020-05-20,1900,1573,79
"22418","Cyprus",2020-05-20,922,516,17
"22419","Czechia",2020-05-20,8721,5830,304
"22420","Denmark",2020-05-20,11315,9734,554
"22421","Diamond Princess",2020-05-20,712,651,13
"22422","Djibouti",2020-05-20,1828,1052,9
"22423","Dominica",2020-05-20,16,16,0
"22424","Dominican Republic",2020-05-20,13477,7142,446
"22425","Ecuador",2020-05-20,34854,3557,2888
"22426","Egypt",2020-05-20,14229,3994,680
"22427","El Salvador",2020-05-20,1571,537,31
"22428","Equatorial Guinea",2020-05-20,890,22,7
"22429","Eritrea",2020-05-20,39,39,0
"22430","Estonia",2020-05-20,1794,956,64
"22431","Eswatini",2020-05-20,217,97,2
"22432","Ethiopia",2020-05-20,389,122,5
"22433","Fiji",2020-05-20,18,15,0
"22434","Finland",2020-05-20,6443,4800,304
"22435","France",2020-05-20,181700,63472,28135
"22436","Gabon",2020-05-20,1567,365,12
"22437","Gambia",2020-05-20,24,13,1
"22438","Georgia",2020-05-20,713,475,12
"22439","Germany",2020-05-20,178473,156966,8144
"22440","Ghana",2020-05-20,6269,1898,31
"22441","Greece",2020-05-20,2850,1374,166
"22442","Grenada",2020-05-20,22,17,0
"22443","Guatemala",2020-05-20,2265,159,45
"22444","Guinea",2020-05-20,2863,1525,18
"22445","Guinea-Bissau",2020-05-20,1089,42,6
"22446","Guyana",2020-05-20,125,47,10
"22447","Haiti",2020-05-20,596,21,22
"22448","Holy See",2020-05-20,12,2,0
"22449","Honduras",2020-05-20,2955,349,147
"22450","Hungary",2020-05-20,3598,1454,470
"22451","Iceland",2020-05-20,1803,1789,10
"22452","India",2020-05-20,112028,45422,3434
"22453","Indonesia",2020-05-20,19189,4575,1242
"22454","Iran",2020-05-20,126949,98808,7183
"22455","Iraq",2020-05-20,3724,2438,134
"22456","Ireland",2020-05-20,24315,21060,1571
"22457","Israel",2020-05-20,16667,13504,279
"22458","Italy",2020-05-20,227364,132282,32330
"22459","Jamaica",2020-05-20,529,171,9
"22460","Japan",2020-05-20,16367,11564,768
"22461","Jordan",2020-05-20,672,446,9
"22462","Kazakhstan",2020-05-20,6969,3734,35
"22463","Kenya",2020-05-20,1029,366,50
"22464","Korea, South",2020-05-20,11122,10135,264
"22465","Kosovo",2020-05-20,989,769,29
"22466","Kuwait",2020-05-20,17568,4885,124
"22467","Kyrgyzstan",2020-05-20,1270,910,14
"22468","Laos",2020-05-20,19,14,0
"22469","Latvia",2020-05-20,1016,694,21
"22470","Lebanon",2020-05-20,961,251,26
"22471","Lesotho",2020-05-20,1,0,0
"22472","Liberia",2020-05-20,238,128,23
"22473","Libya",2020-05-20,69,35,3
"22474","Liechtenstein",2020-05-20,82,55,1
"22475","Lithuania",2020-05-20,1577,1049,60
"22476","Luxembourg",2020-05-20,3971,3728,109
"22477","Madagascar",2020-05-20,371,131,2
"22478","Malawi",2020-05-20,71,27,3
"22479","Malaysia",2020-05-20,7009,5706,114
"22480","Maldives",2020-05-20,1186,91,4
"22481","Mali",2020-05-20,931,543,55
"22482","Malta",2020-05-20,584,465,6
"22483","Mauritania",2020-05-20,141,7,4
"22484","Mauritius",2020-05-20,332,322,10
"22485","Mexico",2020-05-20,56594,38419,6090
"22486","Moldova",2020-05-20,6553,2953,228
"22487","Monaco",2020-05-20,97,90,4
"22488","Mongolia",2020-05-20,140,26,0
"22489","Montenegro",2020-05-20,324,312,9
"22490","Morocco",2020-05-20,7133,4098,194
"22491","Mozambique",2020-05-20,156,48,0
"22492","MS Zaandam",2020-05-20,9,0,2
"22493","Namibia",2020-05-20,16,14,0
"22494","Nepal",2020-05-20,427,45,2
"22495","Netherlands",2020-05-20,44647,169,5767
"22496","New Zealand",2020-05-20,1503,1452,21
"22497","Nicaragua",2020-05-20,254,199,17
"22498","Niger",2020-05-20,920,738,58
"22499","Nigeria",2020-05-20,6677,1840,200
"22500","North Macedonia",2020-05-20,1858,1367,110
"22501","Norway",2020-05-20,8281,32,234
"22502","Oman",2020-05-20,6043,1661,30
"22503","Pakistan",2020-05-20,48091,14155,1017
"22504","Panama",2020-05-20,9977,6194,287
"22505","Papua New Guinea",2020-05-20,8,8,0
"22506","Paraguay",2020-05-20,833,242,11
"22507","Peru",2020-05-20,104020,41968,3024
"22508","Philippines",2020-05-20,13221,2932,842
"22509","Poland",2020-05-20,19739,8183,962
"22510","Portugal",2020-05-20,29660,6452,1263
"22511","Qatar",2020-05-20,37097,6600,16
"22512","Romania",2020-05-20,17387,10356,1147
"22513","Russia",2020-05-20,308705,85392,2972
"22514","Rwanda",2020-05-20,314,216,0
"22515","Saint Kitts and Nevis",2020-05-20,15,15,0
"22516","Saint Lucia",2020-05-20,18,18,0
"22517","Saint Vincent and the Grenadines",2020-05-20,18,14,0
"22518","San Marino",2020-05-20,656,220,41
"22519","Sao Tome and Principe",2020-05-20,251,4,8
"22520","Saudi Arabia",2020-05-20,62545,33478,339
"22521","Senegal",2020-05-20,2714,1186,30
"22522","Serbia",2020-05-20,10833,5067,235
"22523","Seychelles",2020-05-20,11,11,0
"22524","Sierra Leone",2020-05-20,570,205,34
"22525","Singapore",2020-05-20,29364,11207,22
"22526","Slovakia",2020-05-20,1496,1231,28
"22527","Slovenia",2020-05-20,1468,1340,105
"22528","Somalia",2020-05-20,1573,188,61
"22529","South Africa",2020-05-20,18003,8950,339
"22530","South Sudan",2020-05-20,290,4,4
"22531","Spain",2020-05-20,232555,150376,27888
"22532","Sri Lanka",2020-05-20,1028,584,9
"22533","Sudan",2020-05-20,2728,286,111
"22534","Suriname",2020-05-20,11,9,1
"22535","Sweden",2020-05-20,31523,0,3831
"22536","Switzerland",2020-05-20,30658,27800,1892
"22537","Syria",2020-05-20,58,36,3
"22538","Taiwan*",2020-05-20,440,398,7
"22539","Tajikistan",2020-05-20,2140,470,41
"22540","Tanzania",2020-05-20,509,183,21
"22541","Thailand",2020-05-20,3034,2888,56
"22542","Timor-Leste",2020-05-20,24,24,0
"22543","Togo",2020-05-20,340,110,12
"22544","Trinidad and Tobago",2020-05-20,116,107,8
"22545","Tunisia",2020-05-20,1045,862,47
"22546","Turkey",2020-05-20,152587,113987,4222
"22547","Uganda",2020-05-20,264,65,0
"22548","Ukraine",2020-05-20,19230,5955,564
"22549","United Arab Emirates",2020-05-20,26004,11809,233
"22550","United Kingdom",2020-05-20,249619,1116,35786
"22551","Uruguay",2020-05-20,746,588,20
"22552","US",2020-05-20,1558949,294312,93775
"22553","Uzbekistan",2020-05-20,2939,2372,13
"22554","Venezuela",2020-05-20,824,262,10
"22555","Vietnam",2020-05-20,324,263,0
"22556","West Bank and Gaza",2020-05-20,398,346,2
"22557","Western Sahara",2020-05-20,6,6,0
"22558","Yemen",2020-05-20,184,5,30
"22559","Zambia",2020-05-20,832,197,7
"22560","Zimbabwe",2020-05-20,48,18,4
"22561","Afghanistan",2020-05-21,8676,938,193
"22562","Albania",2020-05-21,969,771,31
"22563","Algeria",2020-05-21,7728,4062,575
"22564","Andorra",2020-05-21,762,639,51
"22565","Angola",2020-05-21,58,17,3
"22566","Antigua and Barbuda",2020-05-21,25,19,3
"22567","Argentina",2020-05-21,9931,3032,416
"22568","Armenia",2020-05-21,5606,2581,70
"22569","Australia",2020-05-21,7095,6478,101
"22570","Austria",2020-05-21,16404,14951,633
"22571","Azerbaijan",2020-05-21,3749,2340,44
"22572","Bahamas",2020-05-21,97,44,11
"22573","Bahrain",2020-05-21,8174,3873,12
"22574","Bangladesh",2020-05-21,28511,5602,408
"22575","Barbados",2020-05-21,90,70,7
"22576","Belarus",2020-05-21,33371,12057,185
"22577","Belgium",2020-05-21,56235,14988,9186
"22578","Belize",2020-05-21,18,16,2
"22579","Benin",2020-05-21,135,61,3
"22580","Bhutan",2020-05-21,21,6,0
"22581","Bolivia",2020-05-21,5187,561,215
"22582","Bosnia and Herzegovina",2020-05-21,2350,1596,140
"22583","Botswana",2020-05-21,29,19,1
"22584","Brazil",2020-05-21,310087,125960,20047
"22585","Brunei",2020-05-21,141,136,1
"22586","Bulgaria",2020-05-21,2331,727,120
"22587","Burkina Faso",2020-05-21,812,669,52
"22588","Burma",2020-05-21,199,108,6
"22589","Burundi",2020-05-21,42,20,1
"22590","Cabo Verde",2020-05-21,356,95,3
"22591","Cambodia",2020-05-21,123,122,0
"22592","Cameroon",2020-05-21,4288,1808,156
"22593","Canada",2020-05-21,82742,41731,6267
"22594","Central African Republic",2020-05-21,436,18,0
"22595","Chad",2020-05-21,588,186,58
"22596","Chile",2020-05-21,57581,23992,589
"22597","China",2020-05-21,84063,79310,4638
"22598","Colombia",2020-05-21,18330,4431,652
"22599","Comoros",2020-05-21,34,8,1
"22600","Congo (Brazzaville)",2020-05-21,469,137,16
"22601","Congo (Kinshasa)",2020-05-21,1835,303,61
"22602","Costa Rica",2020-05-21,903,592,10
"22603","Cote d'Ivoire",2020-05-21,2301,1100,29
"22604","Croatia",2020-05-21,2237,1978,97
"22605","Cuba",2020-05-21,1908,1603,80
"22606","Cyprus",2020-05-21,923,561,17
"22607","Czechia",2020-05-21,8754,5926,306
"22608","Denmark",2020-05-21,11380,9841,561
"22609","Diamond Princess",2020-05-21,712,651,13
"22610","Djibouti",2020-05-21,2047,1055,10
"22611","Dominica",2020-05-21,16,16,0
"22612","Dominican Republic",2020-05-21,13657,7366,448
"22613","Ecuador",2020-05-21,35306,3557,2939
"22614","Egypt",2020-05-21,15003,4217,696
"22615","El Salvador",2020-05-21,1640,544,33
"22616","Equatorial Guinea",2020-05-21,903,22,10
"22617","Eritrea",2020-05-21,39,39,0
"22618","Estonia",2020-05-21,1800,1488,64
"22619","Eswatini",2020-05-21,220,112,2
"22620","Ethiopia",2020-05-21,399,123,5
"22621","Fiji",2020-05-21,18,15,0
"22622","Finland",2020-05-21,6493,4800,306
"22623","France",2020-05-21,181951,63976,28218
"22624","Gabon",2020-05-21,1567,365,12
"22625","Gambia",2020-05-21,24,13,1
"22626","Georgia",2020-05-21,721,485,12
"22627","Germany",2020-05-21,179021,158087,8203
"22628","Ghana",2020-05-21,6269,1898,31
"22629","Greece",2020-05-21,2853,1374,168
"22630","Grenada",2020-05-21,22,17,0
"22631","Guatemala",2020-05-21,2512,222,48
"22632","Guinea",2020-05-21,3067,1575,18
"22633","Guinea-Bissau",2020-05-21,1109,42,6
"22634","Guyana",2020-05-21,127,57,10
"22635","Haiti",2020-05-21,734,21,25
"22636","Holy See",2020-05-21,12,2,0
"22637","Honduras",2020-05-21,3204,397,156
"22638","Hungary",2020-05-21,3641,1509,473
"22639","Iceland",2020-05-21,1803,1790,10
"22640","India",2020-05-21,118226,48553,3584
"22641","Indonesia",2020-05-21,20162,4838,1278
"22642","Iran",2020-05-21,129341,100564,7249
"22643","Iraq",2020-05-21,3877,2483,140
"22644","Ireland",2020-05-21,24391,21060,1583
"22645","Israel",2020-05-21,16683,13724,279
"22646","Italy",2020-05-21,228006,134560,32486
"22647","Jamaica",2020-05-21,534,181,9
"22648","Japan",2020-05-21,16424,12672,777
"22649","Jordan",2020-05-21,684,457,9
"22650","Kazakhstan",2020-05-21,7234,3843,35
"22651","Kenya",2020-05-21,1109,375,50
"22652","Korea, South",2020-05-21,11142,10162,264
"22653","Kosovo",2020-05-21,1003,772,29
"22654","Kuwait",2020-05-21,18609,5205,129
"22655","Kyrgyzstan",2020-05-21,1313,923,14
"22656","Laos",2020-05-21,19,14,0
"22657","Latvia",2020-05-21,1025,694,22
"22658","Lebanon",2020-05-21,1024,663,26
"22659","Lesotho",2020-05-21,1,0,0
"22660","Liberia",2020-05-21,240,131,23
"22661","Libya",2020-05-21,71,35,3
"22662","Liechtenstein",2020-05-21,82,55,1
"22663","Lithuania",2020-05-21,1593,1049,61
"22664","Luxembourg",2020-05-21,3980,3741,109
"22665","Madagascar",2020-05-21,405,131,2
"22666","Malawi",2020-05-21,72,27,3
"22667","Malaysia",2020-05-21,7059,5796,114
"22668","Maldives",2020-05-21,1216,91,4
"22669","Mali",2020-05-21,947,558,60
"22670","Malta",2020-05-21,599,468,6
"22671","Mauritania",2020-05-21,173,7,5
"22672","Mauritius",2020-05-21,332,322,10
"22673","Mexico",2020-05-21,59567,40152,6510
"22674","Moldova",2020-05-21,6704,2953,233
"22675","Monaco",2020-05-21,97,90,4
"22676","Mongolia",2020-05-21,140,26,0
"22677","Montenegro",2020-05-21,324,314,9
"22678","Morocco",2020-05-21,7211,4280,196
"22679","Mozambique",2020-05-21,162,48,0
"22680","MS Zaandam",2020-05-21,9,0,2
"22681","Namibia",2020-05-21,18,14,0
"22682","Nepal",2020-05-21,457,49,3
"22683","Netherlands",2020-05-21,44900,169,5794
"22684","New Zealand",2020-05-21,1504,1455,21
"22685","Nicaragua",2020-05-21,279,199,17
"22686","Niger",2020-05-21,924,753,60
"22687","Nigeria",2020-05-21,7016,1907,211
"22688","North Macedonia",2020-05-21,1898,1378,111
"22689","Norway",2020-05-21,8309,32,235
"22690","Oman",2020-05-21,6370,1821,31
"22691","Pakistan",2020-05-21,50694,15201,1067
"22692","Panama",2020-05-21,10116,6245,291
"22693","Papua New Guinea",2020-05-21,8,8,0
"22694","Paraguay",2020-05-21,836,256,11
"22695","Peru",2020-05-21,108769,43587,3148
"22696","Philippines",2020-05-21,13434,3000,846
"22697","Poland",2020-05-21,20143,8452,972
"22698","Portugal",2020-05-21,29912,6452,1277
"22699","Qatar",2020-05-21,38651,7288,17
"22700","Romania",2020-05-21,17585,10581,1156
"22701","Russia",2020-05-21,317554,92681,3099
"22702","Rwanda",2020-05-21,320,217,0
"22703","Saint Kitts and Nevis",2020-05-21,15,15,0
"22704","Saint Lucia",2020-05-21,18,18,0
"22705","Saint Vincent and the Grenadines",2020-05-21,18,14,0
"22706","San Marino",2020-05-21,658,235,41
"22707","Sao Tome and Principe",2020-05-21,251,4,8
"22708","Saudi Arabia",2020-05-21,65077,36040,351
"22709","Senegal",2020-05-21,2812,1251,33
"22710","Serbia",2020-05-21,10919,5370,237
"22711","Seychelles",2020-05-21,11,11,0
"22712","Sierra Leone",2020-05-21,585,205,35
"22713","Singapore",2020-05-21,29812,12117,23
"22714","Slovakia",2020-05-21,1502,1245,28
"22715","Slovenia",2020-05-21,1468,1340,106
"22716","Somalia",2020-05-21,1594,204,61
"22717","South Africa",2020-05-21,19137,8950,369
"22718","South Sudan",2020-05-21,481,4,4
"22719","Spain",2020-05-21,233037,150376,27940
"22720","Sri Lanka",2020-05-21,1055,604,9
"22721","Sudan",2020-05-21,3138,309,121
"22722","Suriname",2020-05-21,11,9,1
"22723","Sweden",2020-05-21,32172,0,3871
"22724","Switzerland",2020-05-21,30694,27900,1898
"22725","Syria",2020-05-21,58,36,3
"22726","Taiwan*",2020-05-21,440,398,7
"22727","Tajikistan",2020-05-21,2350,470,44
"22728","Tanzania",2020-05-21,509,183,21
"22729","Thailand",2020-05-21,3037,2897,56
"22730","Timor-Leste",2020-05-21,24,24,0
"22731","Togo",2020-05-21,354,118,12
"22732","Trinidad and Tobago",2020-05-21,116,108,8
"22733","Tunisia",2020-05-21,1046,883,47
"22734","Turkey",2020-05-21,153548,114990,4249
"22735","Uganda",2020-05-21,160,66,0
"22736","Ukraine",2020-05-21,19706,6227,579
"22737","United Arab Emirates",2020-05-21,26898,12755,237
"22738","United Kingdom",2020-05-21,252246,1134,36124
"22739","Uruguay",2020-05-21,749,594,20
"22740","US",2020-05-21,1584486,298418,95020
"22741","Uzbekistan",2020-05-21,2964,2407,13
"22742","Venezuela",2020-05-21,882,262,10
"22743","Vietnam",2020-05-21,324,266,0
"22744","West Bank and Gaza",2020-05-21,423,346,2
"22745","Western Sahara",2020-05-21,6,6,0
"22746","Yemen",2020-05-21,197,5,33
"22747","Zambia",2020-05-21,866,302,7
"22748","Zimbabwe",2020-05-21,51,18,4
"22749","Afghanistan",2020-05-22,9216,996,205
"22750","Albania",2020-05-22,981,777,31
"22751","Algeria",2020-05-22,7918,4256,582
"22752","Andorra",2020-05-22,762,652,51
"22753","Angola",2020-05-22,60,17,3
"22754","Antigua and Barbuda",2020-05-22,25,19,3
"22755","Argentina",2020-05-22,10649,3062,433
"22756","Armenia",2020-05-22,5928,2874,74
"22757","Australia",2020-05-22,7099,6485,101
"22758","Austria",2020-05-22,16436,15005,635
"22759","Azerbaijan",2020-05-22,3855,2399,46
"22760","Bahamas",2020-05-22,97,44,11
"22761","Bahrain",2020-05-22,8414,4096,12
"22762","Bangladesh",2020-05-22,30205,6190,432
"22763","Barbados",2020-05-22,90,70,7
"22764","Belarus",2020-05-22,34303,12833,190
"22765","Belgium",2020-05-22,56511,15123,9212
"22766","Belize",2020-05-22,18,16,2
"22767","Benin",2020-05-22,135,61,3
"22768","Bhutan",2020-05-22,21,6,0
"22769","Bolivia",2020-05-22,5579,575,230
"22770","Bosnia and Herzegovina",2020-05-22,2372,1614,141
"22771","Botswana",2020-05-22,30,19,1
"22772","Brazil",2020-05-22,330890,135430,21048
"22773","Brunei",2020-05-22,141,136,1
"22774","Bulgaria",2020-05-22,2372,769,125
"22775","Burkina Faso",2020-05-22,814,672,52
"22776","Burma",2020-05-22,199,116,6
"22777","Burundi",2020-05-22,42,20,1
"22778","Cabo Verde",2020-05-22,362,95,3
"22779","Cambodia",2020-05-22,123,122,0
"22780","Cameroon",2020-05-22,4400,1822,159
"22781","Canada",2020-05-22,83947,42608,6360
"22782","Central African Republic",2020-05-22,479,18,0
"22783","Chad",2020-05-22,611,196,58
"22784","Chile",2020-05-22,61857,25342,630
"22785","China",2020-05-22,84081,79332,4638
"22786","Colombia",2020-05-22,19131,4575,682
"22787","Comoros",2020-05-22,78,18,1
"22788","Congo (Brazzaville)",2020-05-22,469,137,16
"22789","Congo (Kinshasa)",2020-05-22,1945,312,63
"22790","Costa Rica",2020-05-22,911,600,10
"22791","Cote d'Ivoire",2020-05-22,2341,1146,29
"22792","Croatia",2020-05-22,2243,2011,99
"22793","Cuba",2020-05-22,1916,1631,81
"22794","Cyprus",2020-05-22,927,561,17
"22795","Czechia",2020-05-22,8813,6025,312
"22796","Denmark",2020-05-22,11428,9962,561
"22797","Diamond Princess",2020-05-22,712,651,13
"22798","Djibouti",2020-05-22,2270,1064,10
"22799","Dominica",2020-05-22,16,16,0
"22800","Dominican Republic",2020-05-22,13989,7572,456
"22801","Ecuador",2020-05-22,35828,3557,3056
"22802","Egypt",2020-05-22,15786,4374,707
"22803","El Salvador",2020-05-22,1725,570,33
"22804","Equatorial Guinea",2020-05-22,960,165,11
"22805","Eritrea",2020-05-22,39,39,0
"22806","Estonia",2020-05-22,1807,1508,64
"22807","Eswatini",2020-05-22,225,119,2
"22808","Ethiopia",2020-05-22,433,128,5
"22809","Fiji",2020-05-22,18,15,0
"22810","Finland",2020-05-22,6537,4800,306
"22811","France",2020-05-22,182354,64327,28292
"22812","Gabon",2020-05-22,1728,402,12
"22813","Gambia",2020-05-22,25,13,1
"22814","Georgia",2020-05-22,723,495,12
"22815","Germany",2020-05-22,179710,159064,8228
"22816","Ghana",2020-05-22,6486,1951,31
"22817","Greece",2020-05-22,2874,1374,169
"22818","Grenada",2020-05-22,22,17,0
"22819","Guatemala",2020-05-22,2743,222,51
"22820","Guinea",2020-05-22,3067,1575,19
"22821","Guinea-Bissau",2020-05-22,1114,42,6
"22822","Guyana",2020-05-22,127,57,10
"22823","Haiti",2020-05-22,812,22,25
"22824","Holy See",2020-05-22,12,2,0
"22825","Honduras",2020-05-22,3477,439,167
"22826","Hungary",2020-05-22,3678,1587,476
"22827","Iceland",2020-05-22,1803,1791,10
"22828","India",2020-05-22,124794,51824,3726
"22829","Indonesia",2020-05-22,20796,5057,1326
"22830","Iran",2020-05-22,131652,102276,7300
"22831","Iraq",2020-05-22,3964,2532,147
"22832","Ireland",2020-05-22,24506,21060,1592
"22833","Israel",2020-05-22,16690,13915,279
"22834","Italy",2020-05-22,228658,136720,32616
"22835","Jamaica",2020-05-22,544,191,9
"22836","Japan",2020-05-22,16513,13005,796
"22837","Jordan",2020-05-22,700,461,9
"22838","Kazakhstan",2020-05-22,7919,4096,35
"22839","Kenya",2020-05-22,1161,380,50
"22840","Korea, South",2020-05-22,11165,10194,266
"22841","Kosovo",2020-05-22,1004,772,29
"22842","Kuwait",2020-05-22,19564,5515,138
"22843","Kyrgyzstan",2020-05-22,1350,939,14
"22844","Laos",2020-05-22,19,14,0
"22845","Latvia",2020-05-22,1030,712,22
"22846","Lebanon",2020-05-22,1086,663,26
"22847","Lesotho",2020-05-22,2,0,0
"22848","Liberia",2020-05-22,249,136,24
"22849","Libya",2020-05-22,72,38,3
"22850","Liechtenstein",2020-05-22,82,55,1
"22851","Lithuania",2020-05-22,1604,1111,61
"22852","Luxembourg",2020-05-22,3981,3748,109
"22853","Madagascar",2020-05-22,448,135,2
"22854","Malawi",2020-05-22,82,28,3
"22855","Malaysia",2020-05-22,7137,5859,115
"22856","Maldives",2020-05-22,1274,109,4
"22857","Mali",2020-05-22,969,560,62
"22858","Malta",2020-05-22,600,469,6
"22859","Mauritania",2020-05-22,200,7,6
"22860","Mauritius",2020-05-22,332,322,10
"22861","Mexico",2020-05-22,62527,42191,6989
"22862","Moldova",2020-05-22,6847,3369,237
"22863","Monaco",2020-05-22,97,90,4
"22864","Mongolia",2020-05-22,141,28,0
"22865","Montenegro",2020-05-22,324,314,9
"22866","Morocco",2020-05-22,7332,4377,197
"22867","Mozambique",2020-05-22,164,48,0
"22868","MS Zaandam",2020-05-22,9,0,2
"22869","Namibia",2020-05-22,19,14,0
"22870","Nepal",2020-05-22,516,70,3
"22871","Netherlands",2020-05-22,45088,174,5807
"22872","New Zealand",2020-05-22,1504,1455,21
"22873","Nicaragua",2020-05-22,279,199,17
"22874","Niger",2020-05-22,937,764,60
"22875","Nigeria",2020-05-22,7261,2007,221
"22876","North Macedonia",2020-05-22,1921,1387,112
"22877","Norway",2020-05-22,8332,7727,235
"22878","Oman",2020-05-22,6794,1821,34
"22879","Pakistan",2020-05-22,52437,16653,1101
"22880","Panama",2020-05-22,10267,6275,295
"22881","Papua New Guinea",2020-05-22,8,8,0
"22882","Paraguay",2020-05-22,838,264,11
"22883","Peru",2020-05-22,111698,44848,3244
"22884","Philippines",2020-05-22,13597,3092,857
"22885","Poland",2020-05-22,20619,8731,982
"22886","Portugal",2020-05-22,30200,7590,1289
"22887","Qatar",2020-05-22,40481,7893,19
"22888","Romania",2020-05-22,17712,10777,1166
"22889","Russia",2020-05-22,326448,99825,3249
"22890","Rwanda",2020-05-22,321,222,0
"22891","Saint Kitts and Nevis",2020-05-22,15,15,0
"22892","Saint Lucia",2020-05-22,18,18,0
"22893","Saint Vincent and the Grenadines",2020-05-22,18,14,0
"22894","San Marino",2020-05-22,661,254,41
"22895","Sao Tome and Principe",2020-05-22,251,4,8
"22896","Saudi Arabia",2020-05-22,67719,39003,364
"22897","Senegal",2020-05-22,2909,1311,33
"22898","Serbia",2020-05-22,11024,5541,237
"22899","Seychelles",2020-05-22,11,11,0
"22900","Sierra Leone",2020-05-22,606,230,38
"22901","Singapore",2020-05-22,30426,12995,23
"22902","Slovakia",2020-05-22,1503,1256,28
"22903","Slovenia",2020-05-22,1468,1340,106
"22904","Somalia",2020-05-22,1594,204,61
"22905","South Africa",2020-05-22,20125,10104,397
"22906","South Sudan",2020-05-22,563,6,6
"22907","Spain",2020-05-22,234824,150376,28628
"22908","Sri Lanka",2020-05-22,1068,620,9
"22909","Sudan",2020-05-22,3378,372,137
"22910","Suriname",2020-05-22,11,9,1
"22911","Sweden",2020-05-22,32809,0,3925
"22912","Switzerland",2020-05-22,30707,27900,1903
"22913","Syria",2020-05-22,59,37,4
"22914","Taiwan*",2020-05-22,441,408,7
"22915","Tajikistan",2020-05-22,2551,1089,44
"22916","Tanzania",2020-05-22,509,183,21
"22917","Thailand",2020-05-22,3037,2910,56
"22918","Timor-Leste",2020-05-22,24,24,0
"22919","Togo",2020-05-22,363,121,12
"22920","Trinidad and Tobago",2020-05-22,116,108,8
"22921","Tunisia",2020-05-22,1048,903,47
"22922","Turkey",2020-05-22,154500,116111,4276
"22923","Uganda",2020-05-22,175,68,0
"22924","Ukraine",2020-05-22,20148,6585,588
"22925","United Arab Emirates",2020-05-22,27892,13798,241
"22926","United Kingdom",2020-05-22,255544,1142,36475
"22927","Uruguay",2020-05-22,753,603,20
"22928","US",2020-05-22,1608623,350135,96296
"22929","Uzbekistan",2020-05-22,3028,2492,13
"22930","Venezuela",2020-05-22,944,262,10
"22931","Vietnam",2020-05-22,324,267,0
